0,768,0,0,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,0,528,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,528,0,672,0,0,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,528,672,0,0,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,0,0,0,0,640,0,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,368,640,0,992,0,0,0,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,640,0,0,992,0,0,928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,640,0,0,0,0,0,0,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,928,0,0,736,0,0,0,0,0,320,0,960,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,736,0,320,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,848,0,0,0,320,0,256,0,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,512,0,0,256,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,336,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,560,0,240,0,272,0,0,0,240,336,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,400,0,0,0,272,0,0,0,0,288,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,512,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,464,0,0,0,0,0,0,0,0,432,528
0,0,0,0,0,0,0,0,960,0,0,0,0,0,0,0,464,0,256,0,0,0,0,0,0,576,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,240,288,0,0,256,0,256,0,0,0,0,0,576,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,256,0,320,0,288,352,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,336,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,240,416,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,240,0,176,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,0,416,176,0,336,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,320,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,576,0,0,0,0,0,320,0,400,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,0,0,0,0,0,0,0,0,400,0,272
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,0,0,0,0,0,0,0,0,0,272,0
